,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
15458,EPSRC,Imperial College London,Civil & Environmental Engineering,Research Grant,01/04/2016,31/03/2021,9065306.0,London
15460,AHRC,University of Nottingham,School of English,Research Grant,01/10/2017,31/12/2018,60668.0,East Midlands
15461,EPSRC,Loughborough University,"Wolfson Sch of Mech, Elec & Manufac Eng",Research Grant,01/07/2018,30/06/2021,437621.0,East Midlands
15463,EPSRC,University of Manchester,Mathematics,Fellowship,30/06/2014,29/06/2019,1094684.0,North West
15464,Innovate UK,Rolls-Royce plc,,BIS-Funded Programmes,01/12/2016,31/03/2020,4449855.0,London
15465,EPSRC,University of Edinburgh,Sch of Engineering,Research Grant,01/09/2016,25/01/2020,989150.0,Scotland
15467,MRC,University of Manchester,School of Medical Sciences,Fellowship,01/08/2016,31/07/2019,241035.0,North West
15468,AHRC,Swansea University,School of Arts and Humanities,Research Grant,01/10/2014,31/12/2018,702271.0,Wales
15470,MRC,University of Oxford,Psychiatry,Research Grant,01/08/2016,31/07/2021,758304.0,South East
15471,BBSRC,MRC Laboratory of Molecular Biology,Neurobiology,Research Grant,01/09/2018,30/09/2021,428885.0,East of England
15473,BBSRC,King's College London,Craniofacial Dev Orthodon and Microbiol,Research Grant,05/10/2015,04/10/2019,480587.0,London
15474,BBSRC,University of Kent,Sch of Biosciences,Research Grant,01/01/2018,31/12/2020,342550.0,South East
15476,STFC,University of Cambridge,Institute of Astronomy,Fellowship,01/10/2016,30/09/2021,406109.0,East of England
15477,MRC,Imperial College London,Life Sciences,Research Grant,01/11/2017,31/10/2020,422293.0,London
15478,EPSRC,University of Oxford,Oxford Physics,Research Grant,01/02/2018,31/01/2021,65018.0,South East
15480,BBSRC,Swansea University,Institute of Life Science Medical School,Research Grant,03/10/2016,02/10/2019,460385.0,Wales
15481,EPSRC,Brunel University,Mechanical and Aerospace Engineering,Training Grant,01/10/2017,30/09/2021,389012.0,London
15484,MRC,University College London,Institute of Child Health,Research Grant,15/09/2017,14/09/2019,215430.0,London
15486,EPSRC,University of Liverpool,Electrical Engineering and Electronics,Research Grant,07/09/2015,06/09/2018,492064.0,North West
15487,EPSRC,University of Leeds,Sch of Computing,Research Grant,01/11/2018,30/04/2020,246811.0,Yorkshire and The Humber
15488,MRC,University of Surrey,Veterinary Medicine & Science,Research Grant,01/10/2018,30/09/2021,463333.0,South East
15489,Innovate UK,Chiaro Technology Limited,,Feasibility Studies,01/05/2017,31/10/2018,419682.0,London
15490,Innovate UK,Biopower Technologies Limited,,Feasibility Studies,01/09/2017,31/08/2018,289191.0,South East
15491,AHRC,Coventry University,Ins for Future Transport & Cities,Research Grant,01/02/2018,31/07/2019,49523.0,West Midlands
15492,NERC,University of Exeter,Engineering Computer Science and Maths,Research Grant,01/02/2018,31/01/2020,40419.0,South West
15493,EPSRC,University of Surrey,Civil and Environmental Engineering,Research Grant,15/05/2017,14/05/2019,41621.0,South East
15494,AHRC,Royal College of Art,Research Office,Research Grant,01/01/2018,30/01/2019,226456.0,London
15495,STFC,University of Oxford,Oxford Physics,Research Grant,01/04/2016,31/05/2019,360975.0,South East
15499,EPSRC,University of Southampton,Faculty of Engineering & the Environment,Research Grant,04/06/2018,03/06/2021,653048.0,South East
15500,STFC,University of Sheffield,Physics and Astronomy,Training Grant,01/10/2017,30/09/2021,263658.0,Yorkshire and The Humber
15501,NERC,University of York,Environment,Research Grant,01/01/2018,31/12/2019,282756.0,Yorkshire and The Humber
15502,EPSRC,Middlesex University,Faculty of Science & Technology,Research Grant,05/12/2016,04/12/2019,199601.0,London
15503,BBSRC,EMBL - European Bioinformatics Institute,Ensembl Group,Research Grant,01/08/2015,31/07/2019,413909.0,East of England
15506,BBSRC,University College London,Structural Molecular Biology,Research Grant,21/11/2016,20/11/2019,44685.0,London
15507,BBSRC,University of York,Biology,Training Grant,01/10/2015,30/09/2019,95042.0,Yorkshire and The Humber
15508,EPSRC,University College London,Chemical Engineering,Research Grant,30/06/2015,29/06/2019,913558.0,London
15512,EPSRC,University of Birmingham,Chemical Engineering,Training Grant,01/04/2014,30/09/2022,4416606.0,West Midlands
15513,Innovate UK,Moy Park Limited,,Collaborative R&D,01/10/2016,31/03/2019,178117.0,Northern Ireland
15514,BBSRC,"Queen Mary, University of London",Sch of Engineering and Materials Science,Research Grant,01/10/2017,30/09/2020,369874.0,London
15515,BBSRC,King's College London,Pharmaceutical Sciences,Training Grant,01/10/2015,30/09/2019,95042.0,London
15517,EPSRC,University College London,Computer Science,Research Grant,01/03/2016,28/02/2019,556693.0,London
15518,EPSRC,Loughborough University,Civil and Building Engineering,Fellowship,01/07/2017,30/06/2020,284824.0,East Midlands
15521,EPSRC,University of Leeds,Chemical and Process Engineering,Research Grant,01/04/2015,31/03/2020,2484937.0,Yorkshire and The Humber
15522,ESRC,University of Winchester,"Faculty of Business, Law and Sport",Research Grant,15/06/2018,14/12/2018,7282.0,South East
15523,NERC,University College London,Earth Sciences,Research Grant,01/01/2016,31/05/2019,460287.0,London
15525,BBSRC,University of York,Chemistry,Training Grant,01/10/2016,30/09/2020,96696.0,Yorkshire and The Humber
15526,BBSRC,University of Birmingham,Sch of Biosciences,Training Grant,01/10/2017,30/09/2021,98212.0,West Midlands
15527,EPSRC,University of Manchester,Chemistry,Other Grant,01/04/2016,31/03/2021,4001951.0,North West
15528,MRC,University of Bristol,Clinical Science at North Bristol,Research Grant,01/04/2017,31/03/2019,532742.0,South West
15529,AHRC,University of Manchester,Social Sciences,Research Grant,01/11/2018,31/10/2021,739330.0,North West
15530,MRC,University of Manchester,School of Biological Sciences,Research Grant,01/09/2014,31/08/2019,5054543.0,North West
15533,NERC,University of Bristol,Geographical Sciences,Research Grant,30/04/2016,30/11/2019,291024.0,South West
15534,NERC,University of Strathclyde,Mathematics and Statistics,Research Grant,01/05/2017,30/04/2021,497353.0,Scotland
15535,EPSRC,University of Surrey,Clinical Experimental Medicine,Research Grant,01/07/2016,30/06/2019,165233.0,South East
15536,STFC,University of Glasgow,School of Physics and Astronomy,Research Grant,24/09/2018,21/04/2021,242893.0,Scotland
15537,BBSRC,"Royal Holloway, University of London",Biological Sciences,Training Grant,01/10/2016,30/09/2020,104696.0,South East
15539,BBSRC,University of Cambridge,Biochemistry,Research Grant,01/10/2016,30/09/2019,453545.0,East of England
15540,Innovate UK,University of Abertay Dundee,,Knowledge Transfer Partnership,01/05/2018,30/04/2020,68010.0,Scotland
15541,EPSRC,University of Birmingham,School of Mathematics,Fellowship,01/09/2018,31/08/2019,77456.0,West Midlands
15544,BBSRC,University of Sheffield,Chemical & Biological Engineering,Training Grant,01/10/2017,30/09/2021,98212.0,Yorkshire and The Humber
15545,Innovate UK,University of Sheffield,,Knowledge Transfer Partnership,01/10/2018,30/09/2021,122351.0,Yorkshire and The Humber
15546,BBSRC,The Pirbright Institute,Livestock Viral Diseases,Research Grant,01/04/2014,31/03/2020,4449822.0,South East
15548,EPSRC,University of Southampton,Faculty of Engineering & the Environment,Research Grant,24/04/2017,23/04/2021,775322.0,South East
15549,EPSRC,Cranfield University,"Sch of Aerospace, Transport & Manufact",Research Grant,01/03/2018,12/05/2019,100089.0,East of England
15552,AHRC,King's College London,History,Research Grant,01/04/2018,30/09/2019,36380.0,London
15554,EPSRC,Durham University,Chemistry,Research Grant,01/12/2018,30/11/2021,756057.0,North East
15555,EPSRC,University of Cambridge,Chemical Engineering and Biotechnology,Fellowship,01/10/2015,31/07/2020,840509.0,East of England
15558,Innovate UK,Triteq Limited,,EU-Funded,01/10/2016,30/09/2019,276730.0,South East
15559,Innovate UK,Hardide Plc,,Feasibility Studies,01/01/2018,31/03/2019,67962.0,Unknown
15563,NERC,Bangor University,Sch of Ocean Sciences,Research Grant,31/05/2014,31/01/2019,710743.0,Wales
15564,ESRC,University of Bath,Education,Research Grant,01/11/2018,30/04/2021,226270.0,South West
15567,ESRC,Queen's University of Belfast,Centre for Public Health,Research Grant,01/10/2018,31/03/2021,2378521.0,Northern Ireland
15568,Innovate UK,Vivacity Labs Limited,,Collaborative R&D,01/06/2018,31/05/2021,2481090.0,London
15571,EPSRC,Imperial College London,Imperial College Business School,Training Grant,01/10/2016,30/09/2021,1628600.0,London
15572,Innovate UK,Rsk Environment Limited,,CRD,01/11/2018,31/03/2021,6005395.0,Scotland
15576,BBSRC,NERC British Geological Survey,BGS Laboratories,Research Grant,09/03/2016,08/03/2020,126593.0,East Midlands
15577,NERC,Cranfield University,"School of Water, Energy and Environment",Research Grant,01/11/2017,31/10/2019,101435.0,East of England
15578,EPSRC,University of Birmingham,Metallurgy and Materials,Research Grant,02/10/2017,01/04/2021,11588431.0,West Midlands
15579,ESRC,University of Manchester,Social Sciences,Research Grant,01/01/2017,30/09/2020,374587.0,North West
15580,STFC,University of Bristol,Physics,Research Grant,01/10/2018,31/03/2020,13552.0,South West
15581,STFC,University of Cambridge,Physics,Research Grant,01/04/2014,31/03/2020,662711.0,East of England
15584,NERC,Stony Brook University,Marine Sciences Research Centre,Research Grant,01/07/2015,31/03/2020,285923.0,Unknown
15585,ESRC,Cardiff University,Cardiff School of Planning and Geography,Research Grant,25/01/2016,04/10/2019,411516.0,Wales
15588,EPSRC,University of Sheffield,Chemical & Biological Engineering,Research Grant,01/12/2016,30/11/2020,626899.0,Yorkshire and The Humber
15592,ESRC,University of York,Education,Research Grant,01/02/2015,31/01/2021,415801.0,Yorkshire and The Humber
15596,BBSRC,Sheffield Hallam University,Faculty of Health and Wellbeing,Training Grant,01/10/2018,30/09/2022,99034.0,Yorkshire and The Humber
15597,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,31/10/2016,30/10/2019,392020.0,North West
15598,EPSRC,University College London,"Bartlett Sch of Env, Energy & Resources",Research Grant,01/11/2018,31/10/2020,510111.0,London
15599,MRC,University of Oxford,Sir William Dunn Sch of Pathology,Fellowship,01/03/2018,28/02/2022,815863.0,South East
15600,BBSRC,Queen's University of Belfast,Centre for Experimental Medicine,Research Grant,01/07/2016,30/06/2019,438255.0,Northern Ireland
15602,EPSRC,Newcastle University,Sch of Engineering,Research Grant,22/04/2018,21/04/2020,487050.0,North East
15603,EPSRC,University of Leeds,Sch of Chemistry,Research Grant,03/01/2017,02/01/2020,457564.0,Yorkshire and The Humber
15605,EPSRC,Loughborough University,Civil and Building Engineering,Research Grant,01/09/2017,30/06/2019,197901.0,East Midlands
15606,BBSRC,University of Oxford,Oxford Chemistry,Training Grant,01/10/2016,30/09/2020,96696.0,South East
15608,STFC,Open University,"Faculty of Sci, Tech, Eng & Maths (STEM)",Research Grant,09/10/2018,08/10/2019,30001.0,South East
15609,EPSRC,University College London,Physics and Astronomy,Research Grant,23/04/2018,22/04/2021,116173.0,London
15612,ESRC,University of Aberdeen,Psychology,Research Grant,01/10/2017,31/03/2021,508643.0,Scotland
15613,Innovate UK,Advizzo Ltd,,Collaborative R&D,01/07/2018,30/06/2020,339270.0,London
15614,Innovate UK,Rolls-Royce plc,,CRD,01/11/2018,31/07/2021,13141478.0,London
15615,Innovate UK,Queen's University of Belfast,,Knowledge Transfer Partnership,01/10/2018,30/09/2021,109583.0,Northern Ireland
15616,EPSRC,University of Bath,Electronic and Electrical Engineering,Research Grant,01/02/2015,31/01/2020,286580.0,South West
15618,EPSRC,University of Leeds,Mechanical Engineering,Training Grant,01/04/2014,30/09/2022,3334100.0,Yorkshire and The Humber
15619,Innovate UK,University of Bath,,Knowledge Transfer Partnership,01/12/2017,31/05/2020,92730.0,South West
15620,Innovate UK,Cyber-Weld Limited,,Collaborative R&D,01/07/2018,30/06/2020,645496.0,Unknown
15621,AHRC,University of Exeter,"Sociology, Philosophy, Anthropology",Research Grant,07/07/2017,06/07/2020,307270.0,South West
15622,BBSRC,University of Nottingham,Sch of Biosciences,Research Grant,01/11/2017,31/10/2021,1092256.0,East Midlands
15623,Innovate UK,Rexgenero Limited,,Collaborative R&D,01/03/2018,30/11/2019,1349001.0,Unknown
15625,NERC,University of Stirling,Biological and Environmental Sciences,Research Grant,01/07/2017,31/05/2020,466332.0,Scotland
15627,EPSRC,University of Sheffield,Materials Science and Engineering,Research Grant,01/04/2016,31/03/2021,15229114.0,Yorkshire and The Humber
15629,BBSRC,Birkbeck College,Biological Sciences,Research Grant,15/01/2018,14/01/2021,347873.0,London
15630,MRC,University of Birmingham,Cancer Sciences,Fellowship,01/03/2013,28/02/2019,1095223.0,West Midlands
15631,EPSRC,University of York,Physics,Research Grant,01/07/2017,30/06/2020,371408.0,Yorkshire and The Humber
15632,BBSRC,University College London,Medicine,Training Grant,01/10/2016,30/09/2020,104696.0,London
15634,NERC,NERC Centre for Ecology and Hydrology,Biodiversity (Penicuik),Research Grant,27/05/2014,26/11/2018,312010.0,South East
15635,BBSRC,University of Essex,Biological Sciences,Research Grant,15/05/2018,14/05/2021,840948.0,East of England
15637,Innovate UK,Sheffield Hallam University,,Knowledge Transfer Partnership,01/10/2018,30/09/2021,124105.0,Yorkshire and The Humber
15638,BBSRC,Newcastle University,Sch of Natural Sciences & Env Sciences,Training Grant,05/10/2016,04/10/2019,15300.0,North East
15639,ESRC,University of Edinburgh,Business School,Research Grant,01/02/2016,30/11/2018,158798.0,Scotland
15640,Innovate UK,University of Essex,,Knowledge Transfer Partnership,01/08/2017,31/07/2020,157065.0,East of England
15642,ESRC,University of Warwick,Warwick Business School,Fellowship,01/10/2018,30/09/2019,85981.0,West Midlands
15645,BBSRC,University of Glasgow,School of Engineering,Training Grant,26/09/2016,25/09/2020,95042.0,Scotland
15648,EPSRC,University of Birmingham,Metallurgy and Materials,Research Grant,01/12/2017,30/11/2020,231207.0,West Midlands
15651,STFC,University of Cambridge,Applied Maths and Theoretical Physics,Training Grant,01/10/2018,30/09/2022,368798.0,East of England
15652,BBSRC,University of Oxford,Pharmacology,Research Grant,15/05/2016,14/05/2019,374062.0,South East
15657,EPSRC,University of Nottingham,Faculty of Engineering,Research Grant,01/03/2017,31/08/2020,661245.0,East Midlands
15660,BBSRC,University of St Andrews,Biology,Research Grant,01/08/2017,31/07/2019,25243.0,Scotland
15661,ESRC,Birkbeck College,Psychological Sciences,Research Grant,01/11/2017,31/10/2020,243867.0,London
15662,NERC,University of Exeter,Biosciences,Research Grant,01/03/2016,28/02/2020,456948.0,South West
15663,MRC,University of Edinburgh,The Roslin Institute,Research Grant,01/05/2015,31/12/2018,819115.0,Scotland
15666,NERC,De Montfort University,Computer Technology,Research Grant,01/09/2016,30/09/2018,44044.0,East Midlands
15667,MRC,University of Leicester,Infection Immunity and Inflammation,Research Grant,01/04/2017,31/03/2020,1012634.0,East Midlands
15668,Innovate UK,Biovici Limited,,Collaborative R&D,01/04/2017,30/09/2019,618809.0,Wales
15670,MRC,King's College London,Craniofacial Dev and Stem Cell Biology,Research Grant,01/02/2018,31/01/2021,567926.0,London
15671,MRC,MRC London Institute of Medical Sciences,,Fellowship,01/11/2017,01/10/2019,138098.0,London
15675,ESRC,Uni of Illinois at Urbana Champaign,Economics,Research Grant,01/01/2016,30/04/2020,822418.0,Unknown
15676,Innovate UK,Ablatus Therapeutics Limited,,Collaborative R&D,01/09/2017,28/02/2019,443931.0,East of England
15680,ESRC,King's College London,Psychology,Research Grant,01/01/2016,31/12/2018,250543.0,London
15683,EPSRC,University of Edinburgh,College of Science and Engineering,Research Grant,01/12/2018,30/11/2020,582053.0,Scotland
15684,MRC,University of Birmingham,Cancer Sciences,Research Grant,01/07/2016,30/06/2019,380877.0,West Midlands
15685,MRC,University of Bristol,Cellular and Molecular Medicine,Fellowship,03/09/2018,02/09/2023,1265431.0,South West
